Chr23	0	200001	0.0115418320895522	0.00227517041443194	2e+05	100001	3.69084611286806e-09
Chr23	2e+05	400001	0.00106849127329193	0.00201661154198881	2e+05	300001	3.27140456103929e-09
Chr23	4e+05	600001	0.0121096305970149	0.00844243689434218	2e+05	500001	1.36955610871886e-08
Chr23	6e+05	800001	0.0245585	0.0245585	2e+05	700001	3.98394967198541e-08
Chr23	8e+05	1000001	0.0245585	0.0245585	2e+05	900001	3.98394967198541e-08
Chr23	1e+06	1200001	0.0282209166666667	0.0284323700660957	2e+05	1100001	4.61237988470753e-08
Chr23	1200000	1400001	0.028442	0.028442	2e+05	1300001	4.61394207995639e-08
Chr23	1400000	1600001	0.030323811965812	0.030157675960235	2e+05	1500001	4.89226391064684e-08
Chr23	1600000	1800001	0.0285244122807018	0.0285179995700799	2e+05	1700001	4.62627094622636e-08
Chr23	1800000	2000001	0.028442	0.028442	2e+05	1900001	4.61394207995639e-08
Chr23	2e+06	2200001	0.028442	0.028442	2e+05	2100001	4.61394207995639e-08
Chr23	2200000	2400001	0.028442	0.028442	2e+05	2300001	4.61394207995639e-08
Chr23	2400000	2600001	0.0284174782608696	0.0284158296331745	2e+05	2500001	4.60969664866661e-08
Chr23	2600000	2800001	0.0263944329787234	0.0275436591340727	2e+05	2700001	4.46821067135481e-08
Chr23	2800000	3000001	0.0187311927508651	0.0216786726847748	2e+05	2900001	3.51677589965135e-08
Chr23	3e+06	3200001	0.0148008534	0.0153832150594677	2e+05	3100001	2.49550887025866e-08
Chr23	3200000	3400001	0.0304758271370421	0.0306229915163686	2e+05	3300001	4.96774872271713e-08
Chr23	3400000	3600001	0.0384644905362776	0.0417067411087572	2e+05	3500001	6.76578608464743e-08
Chr23	3600000	3800001	0.0510865	0.0510865	2e+05	3700001	8.28739723182942e-08
Chr23	3800000	4000001	0.0510865	0.0510865	2e+05	3900001	8.28739723182942e-08
Chr23	4e+06	4200001	0.0487108992779783	0.0498010820588105	2e+05	4100001	8.0788730798997e-08
Chr23	4200000	4400001	0.0236473843434343	0.0257002043591034	2e+05	4300001	4.16916019815575e-08
Chr23	4400000	4600001	0.0292438875	0.0311912510551064	2e+05	4500001	5.05993340024048e-08
Chr23	4600000	4800001	0.0253107656903766	0.0253094804392327	2e+05	4700001	4.1057758533299e-08
Chr23	4800000	5000001	0.096904126984127	0.0998384408408948	2e+05	4900001	1.61960756414121e-07
Chr23	5e+06	5200001	0.106215798816568	0.106219274505894	2e+05	5100001	1.72311926146256e-07
Chr23	5200000	5400001	0.106282173913043	0.106305968069479	2e+05	5300001	1.72452562909174e-07
Chr23	5400000	5600001	0.107419696969697	0.107953107577604	2e+05	5500001	1.7512459943547e-07
Chr23	5600000	5800001	0.109874485981308	0.10942909590668	2e+05	5700001	1.77518989654531e-07
Chr23	5800000	6000001	0.056446314	0.0667520981091109	2e+05	5900001	1.08287150830112e-07
Chr23	6e+06	6200001	0.054351	0.054351	2e+05	6100001	8.81697370043281e-08
Chr23	6200000	6400001	0.0543213571428571	0.0542551188366286	2e+05	6300001	8.80141958559017e-08
Chr23	6400000	6600001	0.0304333840163934	0.034570473018679	2e+05	6500001	5.60812039184587e-08
Chr23	6600000	6800001	0.0194280717391304	0.0198783712458737	2e+05	6700001	3.22472588328289e-08
Chr23	6800000	7000001	0.0502340411392405	0.0501644706592964	2e+05	6900001	8.13782301152048e-08
Chr23	7e+06	7200001	0.0575315821917808	0.0572314608856576	2e+05	7100001	9.28425025236319e-08
Chr23	7200000	7400001	0.0151266381578947	0.0184799002191972	2e+05	7300001	2.99786193849762e-08
Chr23	7400000	7600001	0.0056392825	0.0056400454747798	2e+05	7500001	9.14944207473249e-09
Chr23	7600000	7800001	0.00384342307692308	0.00355419720677898	2e+05	7700001	5.76571972885909e-09
